#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
29	5800	6000	30	0.57282	0.40754	11.21134	52.49862	0.00000
30	6000	6200	31	1.03925	0.90979	4.40668	23.16591	0.00000
31	6200	6400	32	1.20182	1.13388	2.40359	6.74710	0.00012
32	6400	6600	33	0.84553	0.60534	10.96400	76.53974	0.00000
33	6600	6800	34	1.05334	0.86878	6.11247	40.21757	0.00000
34	6800	7000	35	0.83895	0.66523	7.44923	44.17569	0.00000
35	7000	7200	36	0.62436	0.37030	18.51544	97.68522	0.00000
36	7200	7400	37	0.68940	0.56135	6.57801	30.70692	0.00000
37	7400	7600	38	1.33670	1.18174	4.10103	25.50187	0.00000
38	7600	7800	39	1.14050	0.83246	10.58337	88.90548	0.00000
39	7800	8000	40	1.00758	0.78838	7.93636	56.91836	0.00000
40	8000	8200	41	0.72668	0.54863	9.03043	49.68421	0.00000
41	8200	8400	42	0.91275	0.70490	8.24092	56.70846	0.00000
42	8400	8600	43	1.31889	1.28401	1.62944	1.80399	0.02875
43	8600	8800	44	1.57278	1.47011	2.62527	10.75188	0.00000
44	8800	9000	45	0.78789	0.68282	4.70747	20.08825	0.00000
45	9000	9200	46	1.80836	1.54893	5.01010	47.27256	0.00000
46	9200	9400	47	0.88831	0.73146	6.23583	35.53020	0.00000
47	9400	9600	48	1.06327	0.82516	8.19611	61.26832	0.00000
48	9600	9800	49	1.00567	0.90985	3.47741	13.93430	0.00000
49	9800	10000	50	1.18905	1.02732	4.73947	29.68227	0.00000
50	10000	10200	51	0.78425	0.60843	8.22666	47.87296	0.00000
51	10200	10400	52	1.10632	1.04010	2.49849	6.97319	0.00009
52	10400	10600	53	0.94974	0.79346	5.80148	34.21285	0.00000
53	10600	10800	54	0.62351	0.51806	5.93443	24.06191	0.00000
54	10800	11000	55	0.96322	0.82646	5.01524	26.85571	0.00000
55	11000	11200	56	1.15161	1.01279	4.33696	24.22196	0.00000
56	11200	11400	57	1.20634	0.92724	8.49158	73.57248	0.00000
57	11400	11600	58	1.16717	0.93447	7.12681	55.84165	0.00000
58	11600	11800	59	0.75607	0.54434	10.72826	63.64222	0.00000
59	11800	12000	60	1.43979	1.29387	3.65441	21.75762	0.00000
60	12000	12200	61	0.90309	0.72017	7.25967	45.74115	0.00000
61	12200	12400	62	1.38435	1.24382	3.64967	21.13401	0.00000
62	12400	12600	63	0.93384	0.82519	4.15299	18.70960	0.00000
63	12600	12800	64	1.00257	0.88588	4.14113	19.86372	0.00000
64	12800	13000	65	1.36320	1.25794	2.94665	13.04821	0.00000
65	13000	13200	66	0.76779	0.71006	2.94508	7.34886	0.00006
66	13200	13400	67	0.43402	0.35573	6.38759	19.24287	0.00000
67	13400	13600	68	1.49072	1.22962	6.16228	56.12431	0.00000
68	13600	13800	69	0.72125	0.60949	5.45728	23.90306	0.00000
69	13800	14000	70	0.66808	0.58532	4.40533	14.78357	0.00000
70	14000	14200	71	0.97024	0.82177	5.33388	30.19364	0.00000
71	14200	14400	72	1.16378	0.93695	6.95916	53.17983	0.00000
72	14400	14600	73	1.45720	1.23773	5.24523	42.56278	0.00000
73	14600	14800	74	0.79490	0.56132	11.53089	72.73716	0.00000
74	14800	15000	75	0.85113	0.67259	7.48109	45.91330	0.00000
75	15000	15200	76	0.90507	0.67743	9.36923	65.73567	0.00000
76	15200	15400	77	0.90995	0.75975	5.85669	33.00217	0.00000
77	15400	15600	78	0.64188	0.49423	8.41437	41.04761	0.00000
78	15600	15800	79	0.94865	0.71278	9.16692	66.23868	0.00000
79	15800	16000	80	1.47568	1.31468	3.96537	25.41421	0.00000
80	16000	16200	81	1.36219	1.11317	6.46044	55.55121	0.00000
81	16200	16400	82	0.76860	0.55681	10.53502	64.60660	0.00000
82	16400	16600	83	0.66286	0.51239	8.22011	40.71942	0.00000
83	16600	16800	84	0.61418	0.44346	10.56451	53.18435	0.00000
84	16800	17000	85	0.58860	0.41733	11.27312	54.15839	0.00000
85	17000	17200	86	0.69347	0.50302	10.41396	57.97627	0.00000
86	17200	17400	87	0.65877	0.37888	20.27880	109.83345	0.00000
87	17400	17600	88	0.99043	0.83003	5.68861	34.51324	0.00000
88	17600	17800	89	0.84762	0.58593	12.30095	83.29382	0.00000
89	17800	18000	90	0.97034	0.84817	4.47639	22.28936	0.00000
90	18000	18200	91	0.43871	0.29669	12.81490	48.17501	0.00000
91	18200	18400	92	0.79104	0.57081	10.69092	68.19529	0.00000
92	18400	18600	93	0.54665	0.35871	14.17460	67.09548	0.00000
93	18600	18800	94	0.56302	0.45242	6.92987	28.12633	0.00000
94	18800	19000	95	1.04076	0.81373	7.95200	57.68480	0.00000
95	19000	19200	96	1.22736	1.05098	5.08308	34.96300	0.00000
96	19200	19400	97	0.72262	0.61622	5.17595	21.93554	0.00000
97	19400	19600	98	1.15611	1.01558	4.29791	24.20146	0.00000
98	19600	19800	99	1.03830	0.94153	3.41994	13.84480	0.00000
99	19800	20000	100	0.80034	0.62003	8.22747	49.00348	0.00000
100	20000	20200	101	0.70714	0.54336	8.46939	44.41605	0.00000
101	20200	20400	102	0.85869	0.63238	9.92868	65.49379	0.00000
102	20400	20600	103	0.82857	0.61864	9.56285	60.55909	0.00000
103	20600	20800	104	1.55179	1.43143	2.96917	14.35529	0.00000
104	20800	21000	105	0.80834	0.65444	6.73829	36.96426	0.00000
105	21000	21200	106	1.03866	0.89220	4.97537	28.29399	0.00000
106	21200	21400	107	0.84245	0.74009	4.35878	18.57059	0.00000
107	21400	21600	108	0.64840	0.52584	6.70482	30.21849	0.00000
108	21600	21800	109	1.31977	1.19555	3.46756	17.58096	0.00000
109	21800	22000	110	0.28725	0.17369	17.45672	42.60228	0.00000
110	22000	22200	111	0.93235	0.79507	5.16818	28.02340	0.00000
111	22200	22400	112	1.31562	1.16323	4.13221	25.11667	0.00000
112	22400	22600	113	0.66737	0.42541	15.42875	87.82867	0.00000
113	22600	22800	114	1.17338	1.01791	4.64595	28.55283	0.00000
114	22800	23000	115	1.19681	1.04859	4.38465	26.14302	0.00000
115	23000	23200	116	0.80514	0.65392	6.68646	36.59107	0.00000
116	23200	23400	117	0.93233	0.78208	5.64278	32.07308	0.00000
117	23400	23600	118	0.75134	0.68389	3.36759	9.88620	0.00000
118	23600	23800	119	0.70563	0.54362	8.40173	44.30571	0.00000
119	23800	24000	120	0.73653	0.62981	5.16898	22.06054	0.00000
120	24000	24200	121	0.64461	0.48451	9.19168	46.01155	0.00000
121	24200	24400	122	0.94201	0.86511	3.09421	10.41685	0.00000
122	24400	24600	123	0.78161	0.60444	8.25613	48.01157	0.00000
123	24600	24800	124	0.61148	0.50488	6.12189	24.66270	0.00000
124	24800	25000	125	0.94398	0.78275	5.98779	35.02169	0.00000
125	25000	25200	126	0.51382	0.33199	14.84655	63.12538	0.00000
126	25200	25400	127	0.95064	0.83152	4.43366	21.02270	0.00000
127	25400	25600	128	0.74198	0.56724	8.72973	47.46058	0.00000
128	25600	25800	129	0.67800	0.47391	11.86124	65.94407	0.00000
129	25800	26000	130	0.75412	0.57271	8.84103	50.62917	0.00000
130	26000	26200	131	0.73706	0.52332	11.19112	66.89757	0.00000
131	26200	26400	132	0.92568	0.73652	7.31392	46.91515	0.00000
132	26400	26600	133	0.93911	0.78109	5.88691	34.11020	0.00000
133	26600	26800	134	0.79410	0.62148	7.81092	44.75167	0.00000
134	26800	27000	135	1.92673	1.86077	1.81132	4.01527	0.00230
135	27000	27200	136	0.64274	0.42497	13.85751	74.80489	0.00000
136	27200	27400	137	0.88277	0.69164	7.80702	50.09991	0.00000
137	27400	27600	138	2.06148	2.02675	1.38899	1.12455	0.06685
138	27600	27800	139	1.29023	1.18442	3.12363	13.69936	0.00000
139	27800	28000	140	1.29620	1.08104	5.84686	46.59644	0.00000
140	28000	28200	141	0.67210	0.53849	7.07522	33.44374	0.00000
141	28200	28400	142	0.37309	0.24850	13.44325	43.64998	0.00000
142	28400	28600	143	0.67418	0.50573	9.19669	48.57465	0.00000
143	28600	28800	144	0.74302	0.55526	9.44487	54.69285	0.00000
144	28800	29000	145	1.11907	0.91030	6.60612	49.03243	0.00000
145	29000	29200	146	0.43165	0.25789	18.13639	67.95231	0.00000
146	29200	29400	147	0.44764	0.32357	10.59467	39.59978	0.00000
147	29400	29600	148	1.29895	1.18549	3.28858	15.84364	0.00000
148	29600	29800	149	1.14954	0.98768	4.92477	30.91248	0.00000
149	29800	30000	150	1.04616	0.87438	5.75107	37.14561	0.00000
150	30000	30200	151	0.57412	0.41913	10.15415	47.29909	0.00000
151	30200	30400	152	1.99918	1.82644	3.19146	22.13080	0.00000
152	30400	30600	153	0.89112	0.77351	4.66618	22.63637	0.00000
153	30600	30800	154	0.60631	0.49382	6.50102	26.72551	0.00000
154	30800	31000	155	0.89786	0.69805	8.11495	52.80955	0.00000
155	31000	31200	156	0.87660	0.76455	4.49781	20.44941	0.00000
156	31200	31400	157	0.76272	0.58588	8.45704	48.11354	0.00000
157	31400	31600	158	0.89048	0.66621	9.46257	63.77138	0.00000
158	31600	31800	159	1.13617	0.95603	5.64259	37.35529	0.00000
159	31800	32000	160	0.71710	0.47677	13.75827	81.07730	0.00000
160	32000	32200	161	0.69539	0.53800	8.21179	42.47586	0.00000
161	32200	32400	162	0.94353	0.83244	4.19378	19.12950	0.00000
162	32400	32600	163	0.71172	0.60978	5.04883	20.77273	0.00000
163	32600	32800	164	0.98388	0.88515	3.68720	15.51278	0.00000
164	32800	33000	165	0.94748	0.75754	7.14451	46.36891	0.00000
165	33000	33200	166	1.48395	1.38163	2.73762	11.49366	0.00000
166	33200	33400	167	0.78838	0.57041	10.56645	66.24882	0.00000
167	33400	33600	168	0.73228	0.56089	8.51234	46.78919	0.00000
168	33600	33800	169	1.26651	1.09251	4.82286	32.98192	0.00000
169	33800	34000	170	0.86338	0.75006	4.62748	21.18736	0.00000
170	34000	34200	171	1.41446	1.16407	6.28848	53.98845	0.00000
171	34200	34400	172	1.25078	1.03341	6.14347	46.94524	0.00000
172	34400	34600	173	0.89045	0.67408	8.92198	60.61144	0.00000
173	34600	34800	174	1.00486	0.79627	7.47193	51.59028	0.00000
174	34800	35000	175	0.75251	0.53671	11.16917	66.72582	0.00000
175	35000	35200	176	1.02270	0.89773	4.33345	22.17357	0.00000
176	35200	35400	177	0.88209	0.67192	8.83509	59.14177	0.00000
177	35400	35600	178	0.52780	0.39535	9.28728	39.03751	0.00000
178	35600	35800	179	0.72633	0.52000	10.92950	64.72065	0.00000
179	35800	36000	180	0.88181	0.76147	4.80345	23.22996	0.00000
180	36000	36200	181	0.64050	0.43477	12.78029	69.08406	0.00000
181	36200	36400	182	0.68667	0.46901	12.56067	72.35718	0.00000
182	36400	36600	183	0.75567	0.61992	6.32469	31.47765	0.00000
183	36600	36800	184	0.75466	0.54178	10.91947	65.06031	0.00000
184	36800	37000	185	1.10642	0.91958	5.88368	40.16859	0.00000
185	37000	37200	186	0.77131	0.54511	11.51476	70.22139	0.00000
186	37200	37400	187	0.81482	0.65690	6.87341	37.48708	0.00000
187	37400	37600	188	1.21956	0.98534	6.83947	53.90850	0.00000
188	37600	37800	189	1.33855	1.18491	4.07765	25.13680	0.00000
189	37800	38000	190	0.66814	0.52911	7.39432	35.55240	0.00000
190	38000	38200	191	1.67366	1.43437	5.01687	44.87862	0.00000
191	38200	38400	192	0.60256	0.27399	33.49236	148.41308	0.00000
192	38400	38600	193	0.63833	0.46920	9.91173	50.42323	0.00000
193	38600	38800	194	1.00757	0.81062	7.04570	48.55033	0.00000
194	38800	39000	195	0.50506	0.34146	12.86757	55.58173	0.00000
195	39000	39200	196	0.68455	0.47618	12.11135	66.40560	0.00000
196	39200	39400	197	0.91459	0.77002	5.58453	30.38268	0.00000
197	39400	39600	198	0.82431	0.67029	6.57361	35.87296	0.00000
198	39600	39800	199	1.39846	1.27409	3.33656	17.44722	0.00000
199	39800	40000	200	1.48633	1.27214	5.13614	41.35418	0.00000
200	40000	40200	201	1.37236	1.17459	5.02651	37.57531	0.00000
201	40200	40400	202	1.51295	1.38979	3.10084	15.35980	0.00000
202	40400	40600	203	0.57905	0.46214	7.17518	29.76141	0.00000
203	40600	40800	204	1.15797	0.93973	6.78706	51.77370	0.00000
204	40800	41000	205	0.90773	0.67184	9.87688	69.11757	0.00000
205	41000	41200	206	1.16731	0.97492	5.76082	41.13706	0.00000
206	41200	41400	207	0.60474	0.46430	8.40302	38.72371	0.00000
207	41400	41600	208	0.68930	0.46064	13.64226	78.04071	0.00000
208	41600	41800	209	1.43022	1.31853	2.99697	13.84650	0.00000
209	41800	42000	210	1.00257	0.85956	5.06134	28.64596	0.00000
210	42000	42200	211	1.12790	1.07539	2.13709	4.43464	0.00145
211	42200	42400	212	1.23264	1.07254	4.59942	29.35158	0.00000
212	42400	42600	213	0.86617	0.69835	6.88322	40.67065	0.00000
213	42600	42800	214	0.63323	0.37943	17.86137	95.19134	0.00000
214	42800	43000	215	1.24518	0.94687	8.86061	80.46722	0.00000
215	43000	43200	216	0.85750	0.68219	7.27165	43.19163	0.00000
216	43200	43400	217	0.72818	0.56243	8.32962	45.05357	0.00000
217	43400	43600	218	0.75551	0.62070	6.32507	31.56410	0.00000
218	43600	43800	219	0.93697	0.73776	7.66088	51.53511	0.00000
219	43800	44000	220	0.55981	0.48426	4.79148	14.82639	0.00000
220	44000	44200	221	0.76329	0.57354	9.15866	52.97307	0.00000
221	44200	44400	222	0.88982	0.73373	6.18839	35.57325	0.00000
222	44400	44600	223	0.61675	0.47676	8.17775	37.73470	0.00000
223	44600	44800	224	0.64695	0.48435	9.28825	47.30556	0.00000
224	44800	45000	225	1.22411	1.07937	4.21597	24.08591	0.00000
225	45000	45200	226	0.53718	0.44798	5.83966	20.38231	0.00000
226	45200	45400	227	0.56898	0.41271	10.46394	49.43208	0.00000
227	45400	45600	228	1.48883	1.31021	4.27039	30.30878	0.00000
228	45600	45800	229	0.99668	0.86799	4.57500	24.17338	0.00000
229	45800	46000	230	1.02710	0.86526	5.58684	34.29701	0.00000
230	46000	46200	231	0.70191	0.54435	8.11812	43.22904	0.00000
231	46200	46400	232	0.56031	0.33134	18.76219	88.52785	0.00000
232	46400	46600	233	0.65512	0.48285	9.73286	51.07626	0.00000
233	46600	46800	234	1.16168	1.01446	4.45310	26.59393	0.00000
234	46800	47000	235	1.28414	1.22289	2.16182	5.18334	0.00064
235	47000	47200	236	0.72533	0.58797	6.69415	33.12855	0.00000
236	47200	47400	237	1.46383	1.33602	3.26441	16.99495	0.00000
237	47400	47600	238	0.90840	0.66239	10.40023	73.66389	0.00000
238	47600	47800	239	1.27737	1.04194	6.58257	53.90896	0.00000
239	47800	48000	240	0.60940	0.44530	10.15413	49.83810	0.00000
240	48000	48200	241	1.33226	1.21340	3.30183	16.32938	0.00000
241	48200	48400	242	0.45839	0.31460	12.35371	48.63755	0.00000
242	48400	48600	243	0.68096	0.49494	10.42359	56.74138	0.00000
243	48600	48800	244	0.91918	0.64743	11.68168	85.12801	0.00000
244	48800	49000	245	0.84893	0.72814	4.96402	24.08861	0.00000
245	49000	49200	246	1.10198	0.88972	6.87951	49.38663	0.00000
246	49200	49400	247	0.68374	0.50408	9.87251	53.75171	0.00000
247	49400	49600	248	1.27997	1.12933	4.17745	25.38073	0.00000
248	49600	49800	249	0.76869	0.50049	14.97241	92.19724	0.00000
249	49800	50000	250	0.92764	0.67423	10.53778	75.35360	0.00000
250	50000	50200	251	0.73393	0.57741	7.65910	40.44655	0.00000
251	50200	50400	252	0.73482	0.55918	8.73713	48.64850	0.00000
252	50400	50600	253	1.18500	0.93729	7.55111	60.68311	0.00000
253	50600	50800	254	0.77529	0.71807	2.90196	7.22054	0.00007
254	50800	51000	255	1.44857	1.22697	5.37883	44.00422	0.00000
255	51000	51200	256	1.10317	0.89704	6.70117	47.34523	0.00000
256	51200	51400	257	1.80422	1.65113	3.17241	19.58059	0.00000
257	51400	51600	258	1.00219	0.81395	6.70013	45.03783	0.00000
258	51600	51800	259	0.68588	0.56725	6.08689	27.10432	0.00000
259	51800	52000	260	0.41665	0.28437	12.59545	44.98309	0.00000
260	52000	52200	261	0.46209	0.29176	15.56092	63.90899	0.00000
261	52200	52400	262	0.88298	0.64029	10.54287	72.26857	0.00000
262	52400	52600	263	0.93288	0.86405	2.87501	8.56067	0.00002
263	52600	52800	264	0.75879	0.56881	9.31724	54.25340	0.00000
264	52800	53000	265	1.01119	0.69645	12.44383	100.94230	0.00000
265	53000	53200	266	1.03248	0.85581	6.08975	39.00049	0.00000
266	53200	53400	267	1.39069	1.25893	3.44978	17.90016	0.00000
267	53400	53600	268	0.87588	0.72516	6.11181	34.26294	0.00000
268	53600	53800	269	0.85541	0.79353	2.84531	7.39573	0.00006
269	53800	54000	270	1.00695	0.81675	6.69422	44.88180	0.00000
270	54000	54200	271	0.75868	0.61934	6.52934	32.81060	0.00000
271	54200	54400	272	0.62647	0.33831	23.42507	115.37174	0.00000
272	54400	54600	273	1.12842	0.84635	9.42963	80.03385	0.00000
273	54600	54800	274	0.62507	0.41011	14.29403	74.04819	0.00000
274	54800	55000	275	1.01893	0.86240	5.38105	31.58375	0.00000
275	55000	55200	276	0.83314	0.69820	5.67930	29.22523	0.00000
276	55200	55400	277	0.80786	0.67496	5.72831	28.96052	0.00000
277	55400	55600	278	1.06279	0.85086	7.10945	50.81709	0.00000
278	55600	55800	279	0.61916	0.47097	8.88280	42.37876	0.00000
279	55800	56000	280	0.62843	0.54572	4.64753	15.75216	0.00000
280	56000	56200	281	0.26848	0.15528	19.09826	46.07303	0.00000
281	56200	56400	282	0.49877	0.32694	14.24137	60.74796	0.00000
282	56400	56600	283	0.80207	0.71280	4.00523	15.17679	0.00000
283	56600	56800	284	1.64636	1.53683	2.64879	11.39479	0.00000
284	56800	57000	285	0.68640	0.48246	11.75057	64.62160	0.00000
285	57000	57200	286	1.20690	1.11884	2.85186	10.61469	0.00000
286	57200	57400	287	0.64805	0.54913	5.39370	21.28395	0.00000
287	57400	57600	288	1.14980	0.91328	7.31498	57.38447	0.00000
288	57600	57800	289	1.11200	0.86007	8.28846	65.02902	0.00000
289	57800	58000	290	1.19476	0.91852	8.55677	73.52255	0.00000
290	58000	58200	291	0.90503	0.79885	4.18032	18.29725	0.00000
291	58200	58400	292	1.14570	0.96533	5.51045	36.97569	0.00000
292	58400	58600	293	1.07558	0.93341	4.66058	26.58084	0.00000
293	58600	58800	294	0.84554	0.66110	7.94421	47.57311	0.00000
294	58800	59000	295	0.95832	0.84743	4.09496	18.49106	0.00000
295	59000	59200	296	0.62451	0.42950	12.57319	64.02318	0.00000
296	59200	59400	297	0.61972	0.47420	8.59120	41.72385	0.00000
297	59400	59600	298	0.56123	0.47837	5.17913	17.53438	0.00000
298	59600	59800	299	0.63521	0.48556	8.62625	41.71802	0.00000
299	59800	60000	300	0.71358	0.52531	9.85400	54.44014	0.00000
300	60000	60200	301	0.63248	0.41090	14.67427	78.27333	0.00000
301	60200	60400	302	1.51054	1.40875	2.68878	11.25858	0.00000
302	60400	60600	303	0.76148	0.63377	5.89235	28.93378	0.00000
303	60600	60800	304	0.86315	0.66303	8.52883	54.73234	0.00000
304	60800	61000	305	1.14934	0.96521	5.58000	38.72666	0.00000
305	61000	61200	306	0.51903	0.28946	21.19532	91.28038	0.00000
306	61200	61400	307	1.31714	1.00627	8.79941	83.33288	0.00000
307	61400	61600	308	0.72485	0.57812	7.21059	36.84451	0.00000
308	61600	61800	309	0.65087	0.52568	6.84939	30.69573	0.00000
309	61800	62000	310	1.55460	1.31456	5.40638	47.55359	0.00000
310	62000	62200	311	1.00817	0.84680	5.59023	33.97102	0.00000
311	62200	62400	312	0.78102	0.62401	7.15188	39.55593	0.00000
312	62400	62600	313	0.73996	0.63996	4.74828	19.59108	0.00000
313	62600	62800	314	0.96194	0.78144	6.58442	42.50030	0.00000
314	62800	63000	315	1.36177	1.17550	4.85707	34.59084	0.00000
315	63000	63200	316	1.12591	1.02125	3.42811	15.33172	0.00000
316	63200	63400	317	0.94110	0.64572	12.61317	93.64974	0.00000
317	63400	63600	318	0.52872	0.35312	13.46777	60.83638	0.00000
318	63600	63800	319	0.48549	0.36316	9.21151	36.49081	0.00000
319	63800	64000	320	0.74170	0.57037	8.45479	46.68909	0.00000
320	64000	64200	321	0.50789	0.40650	7.04005	25.39650	0.00000
321	64200	64400	322	0.46506	0.36213	7.96574	27.88940	0.00000
322	64400	64600	323	0.78421	0.64694	6.20451	31.28747	0.00000
323	64600	64800	324	0.84194	0.63386	9.15762	59.58691	0.00000
324	64800	65000	325	0.89533	0.58350	14.93563	109.09197	0.00000
325	65000	65200	326	1.09362	0.98724	3.52204	15.31182	0.00000
326	65200	65400	327	0.54254	0.39437	10.28277	45.11516	0.00000
327	65400	65600	328	0.70486	0.50804	10.60140	59.78118	0.00000
328	65600	65800	329	0.66088	0.52606	7.26030	35.06771	0.00000
329	65800	66000	330	0.86510	0.66896	8.26234	52.21190	0.00000
330	66000	66200	331	1.58493	1.36282	4.89711	40.51702	0.00000
331	66200	66400	332	1.05197	0.93287	4.03828	19.87791	0.00000
332	66400	66600	333	0.63289	0.54170	5.06714	18.66456	0.00000
333	66600	66800	334	0.89986	0.69411	8.43484	56.04953	0.00000
334	66800	67000	335	0.67448	0.53515	7.43734	36.73568	0.00000
335	67000	67200	336	0.93077	0.82205	4.15576	18.78621	0.00000
336	67200	67400	337	1.05744	0.86391	6.58411	45.31574	0.00000
337	67400	67600	338	1.44642	1.22533	5.45465	43.02010	0.00000
338	67600	67800	339	0.77554	0.64189	6.09144	30.69157	0.00000
339	67800	68000	340	0.62668	0.44207	11.42602	58.35869	0.00000
340	68000	68200	341	1.09805	0.82626	9.20497	75.26762	0.00000
341	68200	68400	342	1.19163	0.98665	6.04775	44.15742	0.00000
342	68400	68600	343	0.89839	0.73637	6.36964	37.97643	0.00000
343	68600	68800	344	0.67080	0.46259	12.39848	67.04252	0.00000
344	68800	69000	345	0.75734	0.63366	5.77701	27.48017	0.00000
345	69000	69200	346	0.93486	0.75252	6.97428	45.60563	0.00000
346	69200	69400	347	0.50229	0.36715	10.12772	41.16510	0.00000
347	69400	69600	348	1.20415	1.12059	2.74478	9.60262	0.00001
348	69600	69800	349	0.68068	0.55874	6.32628	28.82892	0.00000
349	69800	70000	350	0.78270	0.68378	4.51003	18.56895	0.00000
350	70000	70200	351	0.74700	0.55601	9.64704	54.54514	0.00000
351	70200	70400	352	1.30968	1.11843	5.20460	37.08796	0.00000
352	70400	70600	353	0.86390	0.68914	7.29382	42.82048	0.00000
353	70600	70800	354	1.56565	1.39379	3.96837	27.07175	0.00000
354	70800	71000	355	0.74313	0.56301	8.87447	50.19415	0.00000
355	71000	71200	356	1.34615	1.04007	8.30522	77.42758	0.00000
356	71200	71400	357	0.49337	0.37690	8.57087	32.59429	0.00000
357	71400	71600	358	1.16085	0.94490	6.53467	49.28925	0.00000
358	71600	71800	359	0.73441	0.56925	8.14748	44.33296	0.00000
359	71800	72000	360	1.33657	1.13069	5.44584	41.48613	0.00000
360	72000	72200	361	0.86723	0.70800	6.51718	36.56698	0.00000
361	72200	72400	362	0.61155	0.30551	27.66330	129.43050	0.00000
362	72400	72600	363	1.52661	1.39672	3.16971	16.53838	0.00000
363	72600	72800	364	0.95863	0.77868	6.68085	43.02951	0.00000
364	72800	73000	365	0.91998	0.74861	6.63675	40.10226	0.00000
365	73000	73200	366	0.81992	0.66852	6.58216	36.20343	0.00000
366	73200	73400	367	1.08702	0.98061	3.58523	16.10157	0.00000
367	73400	73600	368	0.69530	0.52453	9.08041	47.52397	0.00000
368	73600	73800	369	0.95796	0.73143	8.69120	62.94068	0.00000
369	73800	74000	370	0.94325	0.80351	5.21415	28.97153	0.00000
370	74000	74200	371	0.85120	0.66915	7.71049	47.30635	0.00000
371	74200	74400	372	0.83332	0.69326	5.82646	30.13828	0.00000
372	74400	74600	373	1.31175	1.05760	6.97884	60.35662	0.00000
373	74600	74800	374	0.57280	0.45102	7.53982	31.96975	0.00000
374	74800	75000	375	1.13427	1.01673	3.76931	18.36181	0.00000
375	75000	75200	376	0.88652	0.76798	4.72572	22.59372	0.00000
376	75200	75400	377	0.61400	0.49038	7.17181	31.75546	0.00000
377	75400	75600	378	0.49420	0.33605	12.83016	52.78474	0.00000
378	75600	75800	379	0.84792	0.69503	6.36910	35.19088	0.00000
379	75800	76000	380	0.98973	0.84692	5.02616	27.87483	0.00000
380	76000	76200	381	1.12728	0.95668	5.34360	34.80646	0.00000
381	76200	76400	382	0.67430	0.54397	6.83558	32.66552	0.00000
382	76400	76600	383	0.90118	0.75232	5.82942	31.73523	0.00000
383	76600	76800	384	1.06429	0.92346	4.65931	25.78813	0.00000
384	76800	77000	385	0.75762	0.64201	5.38218	24.41579	0.00000
385	77000	77200	386	1.23927	1.04778	5.34844	37.93491	0.00000
386	77200	77400	387	0.91319	0.74642	6.47646	39.36855	0.00000
387	77400	77600	388	1.19739	1.02991	4.87985	31.34517	0.00000
388	77600	77800	389	1.02723	0.78566	8.69110	65.06932	0.00000
389	77800	78000	390	0.63337	0.49563	7.80035	36.99731	0.00000
390	78000	78200	391	1.05069	0.69477	14.38593	118.25631	0.00000
391	78200	78400	392	0.86537	0.78646	3.37511	11.33984	0.00000
392	78400	78600	393	0.87552	0.67808	8.21208	53.24781	0.00000
393	78600	78800	394	0.89846	0.78219	4.59629	21.56789	0.00000
394	78800	79000	395	1.18212	0.95633	6.77847	51.83821	0.00000
395	79000	79200	396	0.86103	0.69001	7.01360	41.84882	0.00000
396	79200	79400	397	0.93907	0.82306	4.37325	21.13704	0.00000
397	79400	79600	398	0.77794	0.67253	4.78504	20.17490	0.00000
